file,base,total_verse_lines,with_expected_block_id,with_any_block_id,missing_block_id
psalm/psalm-03.md,psalm-03,9,9,9,0
psalm/psalm-37.md,psalm-37,40,40,40,0
psalm/psalm-66.md,psalm-66,20,20,20,0
psalm/psalm-95.md,psalm-95,11,11,11,0
psalm/psalm-85.md,psalm-85,14,14,14,0
psalm/psalm-76.md,psalm-76,13,13,13,0
psalm/psalm-27.md,psalm-27,14,14,14,0
psalm/psalm-13.md,psalm-13,6,6,6,0
psalm/psalm-42.md,psalm-42,12,12,12,0
psalm/psalm-59.md,psalm-59,18,18,18,0
psalm/psalm-08.md,psalm-08,10,10,10,0
psalm/psalm-18.md,psalm-18,51,51,51,0
psalm/psalm-49.md,psalm-49,21,21,21,0
psalm/psalm-69.md,psalm-69,37,37,37,0
psalm/psalm-38.md,psalm-38,23,23,23,0
psalm/psalm-28.md,psalm-28,9,9,9,0
psalm/psalm-79.md,psalm-79,13,13,13,0
psalm/psalm-68.md,psalm-68,36,36,36,0
psalm/psalm-39.md,psalm-39,14,14,14,0
psalm/psalm-29.md,psalm-29,11,11,11,0
psalm/psalm-78.md,psalm-78,72,72,72,0
psalm/psalm-58.md,psalm-58,12,12,12,0
psalm/psalm-09.md,psalm-09,21,21,21,0
psalm/psalm-19.md,psalm-19,15,15,15,0
psalm/psalm-48.md,psalm-48,15,15,15,0
psalm/psalm-98.md,psalm-98,9,9,9,0
psalm/psalm-88.md,psalm-88,19,19,19,0
psalm/psalm-99.md,psalm-99,9,9,9,0
psalm/psalm-89.md,psalm-89,53,53,53,0
psalm/psalm-92.md,psalm-92,16,16,16,0
psalm/psalm-30.md,psalm-30,13,13,13,0
psalm/psalm-61.md,psalm-61,9,9,9,0
psalm/psalm-55.md,psalm-55,24,24,24,0
psalm/psalm-04.md,psalm-04,9,9,9,0
psalm/psalm-14.md,psalm-14,7,7,7,0
psalm/psalm-45.md,psalm-45,18,18,18,0
psalm/psalm-71.md,psalm-71,24,24,24,0
psalm/psalm-20.md,psalm-20,10,10,10,0
psalm/psalm-82.md,psalm-82,8,8,8,0
psalm/psalm-51.md,psalm-51,21,21,21,0
psalm/psalm-96.md,psalm-96,13,13,13,0
psalm/psalm-65.md,psalm-65,14,14,14,0
psalm/psalm-34.md,psalm-34,23,23,23,0
psalm/psalm-24.md,psalm-24,10,10,10,0
psalm/psalm-75.md,psalm-75,11,11,11,0
psalm/psalm-86.md,psalm-86,17,17,17,0
psalm/psalm-41.md,psalm-41,14,14,14,0
psalm/psalm-10.md,psalm-10,18,18,18,0
psalm/psalm-01.md,psalm-01,6,6,6,0
psalm/psalm-50.md,psalm-50,23,23,23,0
psalm/psalm-97.md,psalm-97,12,12,12,0
psalm/psalm-64.md,psalm-64,11,11,11,0
psalm/psalm-35.md,psalm-35,28,28,28,0
psalm/psalm-25.md,psalm-25,22,22,22,0
psalm/psalm-74.md,psalm-74,23,23,23,0
psalm/psalm-87.md,psalm-87,6,6,6,0
psalm/psalm-40.md,psalm-40,18,18,18,0
psalm/psalm-11.md,psalm-11,7,7,7,0
psalm/psalm-93.md,psalm-93,5,5,5,0
psalm/psalm-31.md,psalm-31,25,25,25,0
psalm/psalm-60.md,psalm-60,13,13,13,0
psalm/psalm-54.md,psalm-54,9,9,9,0
psalm/psalm-05.md,psalm-05,13,13,13,0
psalm/psalm-15.md,psalm-15,5,5,5,0
psalm/psalm-44.md,psalm-44,27,27,27,0
psalm/psalm-70.md,psalm-70,6,6,6,0
psalm/psalm-21.md,psalm-21,14,14,14,0
psalm/psalm-83.md,psalm-83,19,19,19,0
nahum/nahum-01.md,nahum-01,14,14,14,0
nahum/nahum-03.md,nahum-03,19,19,19,0
nahum/nahum-02.md,nahum-02,14,14,14,0
2-thessalonians/2-thessalonians-01.md,2-thessalonians-01,12,12,12,0
2-thessalonians/2-thessalonians-02.md,2-thessalonians-02,17,17,17,0
2-thessalonians/2-thessalonians-03.md,2-thessalonians-03,17,17,17,0
john/john-01.md,john-01,50,50,50,0
john/john-11.md,john-11,57,57,57,0
john/john-05.md,john-05,46,46,46,0
john/john-21.md,john-21,23,23,23,0
john/john-15.md,john-15,27,27,27,0
john/john-04.md,john-04,54,54,54,0
john/john-20.md,john-20,31,31,31,0
john/john-14.md,john-14,31,31,31,0
john/john-10.md,john-10,41,41,41,0
john/john-07.md,john-07,52,52,52,0
john/john-17.md,john-17,25,25,25,0
john/john-03.md,john-03,36,36,36,0
john/john-13.md,john-13,37,37,37,0
john/john-02.md,john-02,25,25,25,0
john/john-12.md,john-12,49,49,49,0
john/john-06.md,john-06,71,71,71,0
john/john-16.md,john-16,33,33,33,0
john/john-09.md,john-09,41,41,41,0
john/john-19.md,john-19,41,41,41,0
john/john-08.md,john-08,59,59,59,0
john/john-18.md,john-18,40,40,40,0
2-john/2-john-01.md,2-john-01,12,12,12,0
habakkuk/habakkuk-01.md,habakkuk-01,17,17,17,0
habakkuk/habakkuk-02.md,habakkuk-02,20,20,20,0
habakkuk/habakkuk-03.md,habakkuk-03,19,19,19,0
micah/micah-04.md,micah-04,14,14,14,0
micah/micah-01.md,micah-01,16,16,16,0
micah/micah-05.md,micah-05,14,14,14,0
micah/micah-02.md,micah-02,13,13,13,0
micah/micah-06.md,micah-06,16,16,16,0
micah/micah-07.md,micah-07,20,20,20,0
micah/micah-03.md,micah-03,12,12,12,0
tobit/tobit-10.md,tobit-10,13,13,13,0
tobit/tobit-04.md,tobit-04,20,20,20,0
tobit/tobit-14.md,tobit-14,14,14,14,0
tobit/tobit-05.md,tobit-05,23,23,23,0
tobit/tobit-01.md,tobit-01,22,22,22,0
tobit/tobit-11.md,tobit-11,17,17,17,0
tobit/tobit-06.md,tobit-06,17,17,17,0
tobit/tobit-02.md,tobit-02,13,13,13,0
tobit/tobit-12.md,tobit-12,22,22,22,0
tobit/tobit-03.md,tobit-03,17,17,17,0
tobit/tobit-13.md,tobit-13,18,18,18,0
tobit/tobit-07.md,tobit-07,17,17,17,0
tobit/tobit-08.md,tobit-08,21,21,21,0
tobit/tobit-09.md,tobit-09,6,6,6,0
colossians/colossians-04.md,colossians-04,18,18,18,0
colossians/colossians-01.md,colossians-01,28,28,28,0
colossians/colossians-02.md,colossians-02,22,22,22,0
colossians/colossians-03.md,colossians-03,25,25,25,0
obadiah/obadiah-01.md,obadiah-01,21,21,21,0
esther/esther-04.md,esther-04,63,63,63,0
esther/esther-10.md,esther-10,13,13,13,0
esther/esther-01.md,esther-01,39,39,39,0
esther/esther-05.md,esther-05,14,14,14,0
esther/esther-02.md,esther-02,23,23,23,0
esther/esther-06.md,esther-06,14,14,14,0
esther/esther-07.md,esther-07,10,10,10,0
esther/esther-03.md,esther-03,22,22,22,0
esther/esther-08.md,esther-08,41,41,41,0
esther/esther-09.md,esther-09,32,32,32,0
hosea/hosea-02.md,hosea-02,25,25,25,0
hosea/hosea-12.md,hosea-12,15,15,15,0
hosea/hosea-06.md,hosea-06,11,11,11,0
hosea/hosea-07.md,hosea-07,16,16,16,0
hosea/hosea-03.md,hosea-03,5,5,5,0
hosea/hosea-13.md,hosea-13,15,15,15,0
hosea/hosea-08.md,hosea-08,14,14,14,0
hosea/hosea-09.md,hosea-09,17,17,17,0
hosea/hosea-04.md,hosea-04,19,19,19,0
hosea/hosea-14.md,hosea-14,10,10,10,0
hosea/hosea-10.md,hosea-10,15,15,15,0
hosea/hosea-01.md,hosea-01,9,9,9,0
hosea/hosea-11.md,hosea-11,11,11,11,0
hosea/hosea-05.md,hosea-05,15,15,15,0
philippians/philippians-01.md,philippians-01,30,30,30,0
philippians/philippians-04.md,philippians-04,21,21,21,0
philippians/philippians-03.md,philippians-03,21,21,21,0
philippians/philippians-02.md,philippians-02,28,28,28,0
1-corinthians/1-corinthians-01.md,1-corinthians-01,31,31,31,0
1-corinthians/1-corinthians-11.md,1-corinthians-11,34,34,34,0
1-corinthians/1-corinthians-05.md,1-corinthians-05,13,13,13,0
1-corinthians/1-corinthians-15.md,1-corinthians-15,58,58,58,0
1-corinthians/1-corinthians-04.md,1-corinthians-04,21,21,21,0
1-corinthians/1-corinthians-14.md,1-corinthians-14,40,40,40,0
1-corinthians/1-corinthians-10.md,1-corinthians-10,33,33,33,0
1-corinthians/1-corinthians-07.md,1-corinthians-07,40,40,40,0
1-corinthians/1-corinthians-03.md,1-corinthians-03,23,23,23,0
1-corinthians/1-corinthians-13.md,1-corinthians-13,13,13,13,0
1-corinthians/1-corinthians-02.md,1-corinthians-02,15,15,15,0
1-corinthians/1-corinthians-12.md,1-corinthians-12,30,30,30,0
1-corinthians/1-corinthians-06.md,1-corinthians-06,20,20,20,0
1-corinthians/1-corinthians-16.md,1-corinthians-16,24,24,24,0
1-corinthians/1-corinthians-09.md,1-corinthians-09,23,23,23,0
1-corinthians/1-corinthians-08.md,1-corinthians-08,13,13,13,0
sirach/sirach-18.md,sirach-18,32,32,32,0
sirach/sirach-49.md,sirach-49,16,16,16,0
sirach/sirach-08.md,sirach-08,19,19,19,0
sirach/sirach-28.md,sirach-28,26,26,26,0
sirach/sirach-38.md,sirach-38,34,34,34,0
sirach/sirach-29.md,sirach-29,28,28,28,0
sirach/sirach-39.md,sirach-39,35,35,35,0
sirach/sirach-19.md,sirach-19,27,27,27,0
sirach/sirach-48.md,sirach-48,25,25,25,0
sirach/sirach-09.md,sirach-09,18,18,18,0
sirach/sirach-12.md,sirach-12,17,17,17,0
sirach/sirach-43.md,sirach-43,33,33,33,0
sirach/sirach-26.md,sirach-26,20,20,20,0
sirach/sirach-36.md,sirach-36,29,29,29,0
sirach/sirach-02.md,sirach-02,18,18,18,0
sirach/sirach-22.md,sirach-22,25,25,25,0
sirach/sirach-47.md,sirach-47,25,25,25,0
sirach/sirach-16.md,sirach-16,28,28,28,0
sirach/sirach-06.md,sirach-06,37,37,37,0
sirach/sirach-32.md,sirach-32,24,24,24,0
sirach/sirach-23.md,sirach-23,27,27,27,0
sirach/sirach-46.md,sirach-46,20,20,20,0
sirach/sirach-17.md,sirach-17,28,28,28,0
sirach/sirach-07.md,sirach-07,36,36,36,0
sirach/sirach-33.md,sirach-33,32,32,32,0
sirach/sirach-13.md,sirach-13,25,25,25,0
sirach/sirach-42.md,sirach-42,25,25,25,0
sirach/sirach-27.md,sirach-27,30,30,30,0
sirach/sirach-37.md,sirach-37,30,30,30,0
sirach/sirach-03.md,sirach-03,30,30,30,0
sirach/sirach-20.md,sirach-20,31,31,31,0
sirach/sirach-14.md,sirach-14,26,26,26,0
sirach/sirach-45.md,sirach-45,26,26,26,0
sirach/sirach-04.md,sirach-04,31,31,31,0
sirach/sirach-30.md,sirach-30,24,24,24,0
sirach/sirach-41.md,sirach-41,19,19,19,0
sirach/sirach-10.md,sirach-10,30,30,30,0
sirach/sirach-24.md,sirach-24,31,31,31,0
sirach/sirach-34.md,sirach-34,31,31,31,0
sirach/sirach-51.md,sirach-51,30,30,30,0
sirach/sirach-40.md,sirach-40,30,30,30,0
sirach/sirach-11.md,sirach-11,32,32,32,0
sirach/sirach-25.md,sirach-25,25,25,25,0
sirach/sirach-35.md,sirach-35,26,26,26,0
sirach/sirach-01.md,sirach-01,28,28,28,0
sirach/sirach-50.md,sirach-50,29,29,29,0
sirach/sirach-21.md,sirach-21,28,28,28,0
sirach/sirach-15.md,sirach-15,20,20,20,0
sirach/sirach-44.md,sirach-44,23,23,23,0
sirach/sirach-05.md,sirach-05,15,15,15,0
sirach/sirach-31.md,sirach-31,31,31,31,0
isaiah/isaiah-16.md,isaiah-16,14,14,14,0
isaiah/isaiah-47.md,isaiah-47,15,15,15,0
isaiah/isaiah-22.md,isaiah-22,25,25,25,0
isaiah/isaiah-32.md,isaiah-32,20,20,20,0
isaiah/isaiah-63.md,isaiah-63,19,19,19,0
isaiah/isaiah-57.md,isaiah-57,21,21,21,0
isaiah/isaiah-06.md,isaiah-06,13,13,13,0
isaiah/isaiah-26.md,isaiah-26,21,21,21,0
isaiah/isaiah-43.md,isaiah-43,28,28,28,0
isaiah/isaiah-12.md,isaiah-12,6,6,6,0
isaiah/isaiah-02.md,isaiah-02,22,22,22,0
isaiah/isaiah-53.md,isaiah-53,12,12,12,0
isaiah/isaiah-36.md,isaiah-36,22,22,22,0
isaiah/isaiah-27.md,isaiah-27,13,13,13,0
isaiah/isaiah-42.md,isaiah-42,25,25,25,0
isaiah/isaiah-13.md,isaiah-13,22,22,22,0
isaiah/isaiah-03.md,isaiah-03,26,26,26,0
isaiah/isaiah-52.md,isaiah-52,15,15,15,0
isaiah/isaiah-66.md,isaiah-66,24,24,24,0
isaiah/isaiah-37.md,isaiah-37,37,37,37,0
isaiah/isaiah-17.md,isaiah-17,14,14,14,0
isaiah/isaiah-46.md,isaiah-46,13,13,13,0
isaiah/isaiah-23.md,isaiah-23,18,18,18,0
isaiah/isaiah-33.md,isaiah-33,24,24,24,0
isaiah/isaiah-62.md,isaiah-62,12,12,12,0
isaiah/isaiah-56.md,isaiah-56,12,12,12,0
isaiah/isaiah-07.md,isaiah-07,25,25,25,0
isaiah/isaiah-28.md,isaiah-28,29,29,29,0
isaiah/isaiah-38.md,isaiah-38,22,22,22,0
isaiah/isaiah-49.md,isaiah-49,26,26,26,0
isaiah/isaiah-18.md,isaiah-18,7,7,7,0
isaiah/isaiah-08.md,isaiah-08,23,23,23,0
isaiah/isaiah-59.md,isaiah-59,21,21,21,0
isaiah/isaiah-48.md,isaiah-48,22,22,22,0
isaiah/isaiah-19.md,isaiah-19,25,25,25,0
isaiah/isaiah-09.md,isaiah-09,20,20,20,0
isaiah/isaiah-58.md,isaiah-58,14,14,14,0
isaiah/isaiah-29.md,isaiah-29,24,24,24,0
isaiah/isaiah-39.md,isaiah-39,8,8,8,0
isaiah/isaiah-24.md,isaiah-24,23,23,23,0
isaiah/isaiah-10.md,isaiah-10,34,34,34,0
isaiah/isaiah-41.md,isaiah-41,29,29,29,0
isaiah/isaiah-51.md,isaiah-51,23,23,23,0
isaiah/isaiah-34.md,isaiah-34,17,17,17,0
isaiah/isaiah-65.md,isaiah-65,25,25,25,0
isaiah/isaiah-45.md,isaiah-45,25,25,25,0
isaiah/isaiah-14.md,isaiah-14,32,32,32,0
isaiah/isaiah-20.md,isaiah-20,6,6,6,0
isaiah/isaiah-61.md,isaiah-61,11,11,11,0
isaiah/isaiah-30.md,isaiah-30,33,33,33,0
isaiah/isaiah-04.md,isaiah-04,6,6,6,0
isaiah/isaiah-55.md,isaiah-55,13,13,13,0
isaiah/isaiah-44.md,isaiah-44,28,28,28,0
isaiah/isaiah-15.md,isaiah-15,9,9,9,0
isaiah/isaiah-21.md,isaiah-21,17,17,17,0
isaiah/isaiah-60.md,isaiah-60,22,22,22,0
isaiah/isaiah-31.md,isaiah-31,9,9,9,0
isaiah/isaiah-05.md,isaiah-05,30,30,30,0
isaiah/isaiah-54.md,isaiah-54,17,17,17,0
isaiah/isaiah-25.md,isaiah-25,12,12,12,0
isaiah/isaiah-11.md,isaiah-11,16,16,16,0
isaiah/isaiah-40.md,isaiah-40,31,31,31,0
isaiah/isaiah-50.md,isaiah-50,11,11,11,0
isaiah/isaiah-01.md,isaiah-01,31,31,31,0
isaiah/isaiah-35.md,isaiah-35,10,10,10,0
isaiah/isaiah-64.md,isaiah-64,11,11,11,0
genesis/genesis-28.md,genesis-28,22,22,22,0
genesis/genesis-38.md,genesis-38,30,30,30,0
genesis/genesis-49.md,genesis-49,33,33,33,0
genesis/genesis-18.md,genesis-18,33,33,33,0
genesis/genesis-08.md,genesis-08,22,22,22,0
genesis/genesis-48.md,genesis-48,22,22,22,0
genesis/genesis-19.md,genesis-19,38,38,38,0
genesis/genesis-09.md,genesis-09,29,29,29,0
genesis/genesis-29.md,genesis-29,35,35,35,0
genesis/genesis-39.md,genesis-39,23,23,23,0
genesis/genesis-16.md,genesis-16,16,16,16,0
genesis/genesis-47.md,genesis-47,31,31,31,0
genesis/genesis-22.md,genesis-22,24,24,24,0
genesis/genesis-32.md,genesis-32,33,33,33,0
genesis/genesis-06.md,genesis-06,22,22,22,0
genesis/genesis-26.md,genesis-26,35,35,35,0
genesis/genesis-43.md,genesis-43,34,34,34,0
genesis/genesis-12.md,genesis-12,20,20,20,0
genesis/genesis-02.md,genesis-02,25,25,25,0
genesis/genesis-36.md,genesis-36,43,43,43,0
genesis/genesis-27.md,genesis-27,46,46,46,0
genesis/genesis-42.md,genesis-42,38,38,38,0
genesis/genesis-13.md,genesis-13,18,18,18,0
genesis/genesis-03.md,genesis-03,24,24,24,0
genesis/genesis-37.md,genesis-37,36,36,36,0
genesis/genesis-17.md,genesis-17,27,27,27,0
genesis/genesis-46.md,genesis-46,34,34,34,0
genesis/genesis-23.md,genesis-23,19,19,19,0
genesis/genesis-33.md,genesis-33,20,20,20,0
genesis/genesis-07.md,genesis-07,24,24,24,0
genesis/genesis-24.md,genesis-24,65,65,65,0
genesis/genesis-10.md,genesis-10,32,32,32,0
genesis/genesis-41.md,genesis-41,57,57,57,0
genesis/genesis-34.md,genesis-34,31,31,31,0
genesis/genesis-45.md,genesis-45,28,28,28,0
genesis/genesis-14.md,genesis-14,23,23,23,0
genesis/genesis-20.md,genesis-20,18,18,18,0
genesis/genesis-30.md,genesis-30,43,43,43,0
genesis/genesis-04.md,genesis-04,26,26,26,0
genesis/genesis-44.md,genesis-44,34,34,34,0
genesis/genesis-15.md,genesis-15,21,21,21,0
genesis/genesis-21.md,genesis-21,33,33,33,0
genesis/genesis-31.md,genesis-31,53,53,53,0
genesis/genesis-05.md,genesis-05,32,32,32,0
genesis/genesis-25.md,genesis-25,34,34,34,0
genesis/genesis-11.md,genesis-11,32,32,32,0
genesis/genesis-40.md,genesis-40,23,23,23,0
genesis/genesis-50.md,genesis-50,26,26,26,0
genesis/genesis-01.md,genesis-01,31,31,31,0
genesis/genesis-35.md,genesis-35,29,29,29,0
malachi/malachi-01.md,malachi-01,14,14,14,0
malachi/malachi-02.md,malachi-02,17,17,17,0
malachi/malachi-03.md,malachi-03,24,24,24,0
1-samuel/1-samuel-30.md,1-samuel-30,30,30,30,0
1-samuel/1-samuel-04.md,1-samuel-04,22,22,22,0
1-samuel/1-samuel-14.md,1-samuel-14,52,52,52,0
1-samuel/1-samuel-20.md,1-samuel-20,42,42,42,0
1-samuel/1-samuel-24.md,1-samuel-24,23,23,23,0
1-samuel/1-samuel-10.md,1-samuel-10,27,27,27,0
1-samuel/1-samuel-01.md,1-samuel-01,28,28,28,0
1-samuel/1-samuel-25.md,1-samuel-25,44,44,44,0
1-samuel/1-samuel-11.md,1-samuel-11,15,15,15,0
1-samuel/1-samuel-31.md,1-samuel-31,13,13,13,0
1-samuel/1-samuel-05.md,1-samuel-05,12,12,12,0
1-samuel/1-samuel-15.md,1-samuel-15,35,35,35,0
1-samuel/1-samuel-21.md,1-samuel-21,16,16,16,0
1-samuel/1-samuel-08.md,1-samuel-08,22,22,22,0
1-samuel/1-samuel-18.md,1-samuel-18,30,30,30,0
1-samuel/1-samuel-28.md,1-samuel-28,25,25,25,0
1-samuel/1-samuel-29.md,1-samuel-29,11,11,11,0
1-samuel/1-samuel-09.md,1-samuel-09,27,27,27,0
1-samuel/1-samuel-19.md,1-samuel-19,24,24,24,0
1-samuel/1-samuel-02.md,1-samuel-02,36,36,36,0
1-samuel/1-samuel-26.md,1-samuel-26,24,24,24,0
1-samuel/1-samuel-12.md,1-samuel-12,25,25,25,0
1-samuel/1-samuel-06.md,1-samuel-06,21,21,21,0
1-samuel/1-samuel-16.md,1-samuel-16,23,23,23,0
1-samuel/1-samuel-22.md,1-samuel-22,23,23,23,0
1-samuel/1-samuel-07.md,1-samuel-07,17,17,17,0
1-samuel/1-samuel-17.md,1-samuel-17,58,58,58,0
1-samuel/1-samuel-23.md,1-samuel-23,28,28,28,0
1-samuel/1-samuel-03.md,1-samuel-03,21,21,21,0
1-samuel/1-samuel-27.md,1-samuel-27,12,12,12,0
1-samuel/1-samuel-13.md,1-samuel-13,21,21,21,0
joshua/joshua-11.md,joshua-11,23,23,23,0
joshua/joshua-01.md,joshua-01,18,18,18,0
joshua/joshua-15.md,joshua-15,63,63,63,0
joshua/joshua-21.md,joshua-21,45,45,45,0
joshua/joshua-05.md,joshua-05,15,15,15,0
joshua/joshua-14.md,joshua-14,14,14,14,0
joshua/joshua-20.md,joshua-20,9,9,9,0
joshua/joshua-04.md,joshua-04,24,24,24,0
joshua/joshua-24.md,joshua-24,33,33,33,0
joshua/joshua-10.md,joshua-10,43,43,43,0
joshua/joshua-17.md,joshua-17,15,15,15,0
joshua/joshua-23.md,joshua-23,16,16,16,0
joshua/joshua-07.md,joshua-07,26,26,26,0
joshua/joshua-13.md,joshua-13,33,33,33,0
joshua/joshua-03.md,joshua-03,17,17,17,0
joshua/joshua-12.md,joshua-12,24,24,24,0
joshua/joshua-02.md,joshua-02,24,24,24,0
joshua/joshua-16.md,joshua-16,10,10,10,0
joshua/joshua-22.md,joshua-22,31,31,31,0
joshua/joshua-06.md,joshua-06,27,27,27,0
joshua/joshua-19.md,joshua-19,51,51,51,0
joshua/joshua-09.md,joshua-09,27,27,27,0
joshua/joshua-18.md,joshua-18,26,26,26,0
joshua/joshua-08.md,joshua-08,35,35,35,0
2-chronicles/2-chronicles-01.md,2-chronicles-01,18,18,18,0
2-chronicles/2-chronicles-35.md,2-chronicles-35,27,27,27,0
2-chronicles/2-chronicles-25.md,2-chronicles-25,28,28,28,0
2-chronicles/2-chronicles-11.md,2-chronicles-11,23,23,23,0
2-chronicles/2-chronicles-31.md,2-chronicles-31,20,20,20,0
2-chronicles/2-chronicles-05.md,2-chronicles-05,14,14,14,0
2-chronicles/2-chronicles-15.md,2-chronicles-15,19,19,19,0
2-chronicles/2-chronicles-21.md,2-chronicles-21,20,20,20,0
2-chronicles/2-chronicles-30.md,2-chronicles-30,27,27,27,0
2-chronicles/2-chronicles-04.md,2-chronicles-04,19,19,19,0
2-chronicles/2-chronicles-14.md,2-chronicles-14,14,14,14,0
2-chronicles/2-chronicles-20.md,2-chronicles-20,37,37,37,0
2-chronicles/2-chronicles-34.md,2-chronicles-34,33,33,33,0
2-chronicles/2-chronicles-24.md,2-chronicles-24,27,27,27,0
2-chronicles/2-chronicles-10.md,2-chronicles-10,19,19,19,0
2-chronicles/2-chronicles-33.md,2-chronicles-33,25,25,25,0
2-chronicles/2-chronicles-07.md,2-chronicles-07,22,22,22,0
2-chronicles/2-chronicles-17.md,2-chronicles-17,19,19,19,0
2-chronicles/2-chronicles-23.md,2-chronicles-23,21,21,21,0
2-chronicles/2-chronicles-03.md,2-chronicles-03,14,14,14,0
2-chronicles/2-chronicles-27.md,2-chronicles-27,9,9,9,0
2-chronicles/2-chronicles-13.md,2-chronicles-13,23,23,23,0
2-chronicles/2-chronicles-02.md,2-chronicles-02,17,17,17,0
2-chronicles/2-chronicles-36.md,2-chronicles-36,23,23,23,0
2-chronicles/2-chronicles-26.md,2-chronicles-26,23,23,23,0
2-chronicles/2-chronicles-12.md,2-chronicles-12,16,16,16,0
2-chronicles/2-chronicles-32.md,2-chronicles-32,32,32,32,0
2-chronicles/2-chronicles-06.md,2-chronicles-06,42,42,42,0
2-chronicles/2-chronicles-16.md,2-chronicles-16,14,14,14,0
2-chronicles/2-chronicles-22.md,2-chronicles-22,12,12,12,0
2-chronicles/2-chronicles-29.md,2-chronicles-29,36,36,36,0
2-chronicles/2-chronicles-09.md,2-chronicles-09,31,31,31,0
2-chronicles/2-chronicles-19.md,2-chronicles-19,11,11,11,0
2-chronicles/2-chronicles-08.md,2-chronicles-08,17,17,17,0
2-chronicles/2-chronicles-18.md,2-chronicles-18,33,33,33,0
2-chronicles/2-chronicles-28.md,2-chronicles-28,27,27,27,0
zechariah/zechariah-07.md,zechariah-07,14,14,14,0
zechariah/zechariah-13.md,zechariah-13,9,9,9,0
zechariah/zechariah-03.md,zechariah-03,10,10,10,0
zechariah/zechariah-12.md,zechariah-12,14,14,14,0
zechariah/zechariah-02.md,zechariah-02,17,17,17,0
zechariah/zechariah-06.md,zechariah-06,15,15,15,0
zechariah/zechariah-09.md,zechariah-09,17,17,17,0
zechariah/zechariah-08.md,zechariah-08,23,23,23,0
zechariah/zechariah-11.md,zechariah-11,17,17,17,0
zechariah/zechariah-01.md,zechariah-01,17,17,17,0
zechariah/zechariah-05.md,zechariah-05,11,11,11,0
zechariah/zechariah-14.md,zechariah-14,21,21,21,0
zechariah/zechariah-04.md,zechariah-04,14,14,14,0
zechariah/zechariah-10.md,zechariah-10,12,12,12,0
3-john/3-john-01.md,3-john-01,15,15,15,0
TOTALS,,33626,33625,33626,0
